num_veh,id_usa,id_code_insee,latitude,longitude,descr_cat_veh,descr_agglo,descr_athmo,descr_lum,descr_etat_surf,description_intersection,an_nais,place,descr_dispo_secu,descr_grav,descr_motif_traj,descr_type_col,jour,heure
1,743965,44118,47.4833,-1.23333,0,0,0,0,0,0,1969,1,0,1,0,0,1,8
1,745034,73236,45.6,5.63333,1,0,1,1,1,0,1959,1,0,1,0,0,1,11
1,745035,73236,45.6,5.63333,2,0,1,1,1,0,1960,1,0,1,0,0,1,17
1,746121,66180,42.7667,2.98333,2,0,2,2,2,0,1957,1,0,1,1,0,1,20
2,746149,16373,45.9667,0.066667,2,0,3,1,3,1,1951,1,0,1,0,0,2,17
1,746250,29139,48.2833,-4.05,1,0,3,1,0,0,1969,1,0,1,0,0,1,9
1,746253,29257,48.5659,3.39723,2,0,3,1,3,2,1978,1,0,1,2,0,1,13
2,746329,29249,48.1667,-3.78333,2,0,4,1,0,0,1949,1,0,1,0,0,1,14
1,746372,40240,43.75,-0.35,2,0,1,2,1,0,1967,1,0,1,0,0,1,18
2,746382,40188,43.6167,-0.633333,2,0,4,2,0,0,1971,1,0,1,2,0,1,22
1,746383,40188,43.6167,-0.633333,2,0,4,2,0,0,1950,1,0,1,1,0,1,22
1,746403,27641,49.0833,0.95,1,0,1,0,0,0,1973,1,0,1,0,0,1,8
1,746405,27445,49.2667,1.38333,3,0,1,1,1,0,1978,1,0,1,0,0,1,16
2,746407,27306,48.9833,1.19167,2,0,4,2,3,0,1977,1,0,1,2,0,1,20
2,746417,27398,49.1,0.616667,2,0,3,1,3,0,1981,1,0,1,1,0,1,12
2,746433,27332,49.2,1.25,2,0,3,2,3,3,1972,1,0,1,3,0,1,18
1,746448,12215,44.4833,2.4,1,0,5,1,0,0,1949,1,0,1,2,0,1,14
2,746626,45306,48.0167,2.9,2,0,4,1,0,0,1962,1,0,1,2,0,1,8
2,746713,48119,44.5167,3.91667,2,0,0,0,0,0,1978,1,0,1,1,0,1,7
1,748164,60549,49.5833,2.08333,3,0,1,1,0,0,1970,1,0,1,0,0,1,16
2,748188,60264,49.3833,2.08333,4,0,1,1,0,0,1971,1,0,1,0,0,1,9
2,748324,30195,44.1167,3.83333,2,0,3,2,3,0,1987,1,0,1,1,0,1,20
1,748462,68367,48.0625,7.48001,2,0,4,1,0,0,1960,1,0,1,1,0,1,14
1,748469,68292,47.8833,7.01667,2,0,3,1,3,0,1985,1,0,1,1,0,1,17
2,748478,68268,47.6333,7.1,2,0,3,1,3,0,1966,1,0,1,1,0,1,14
2,748718,35218,47.9333,-1.6,2,0,0,0,0,0,1982,1,0,1,2,0,1,9
2,748731,35219,47.8167,-1.95,2,0,0,1,2,0,1930,1,0,1,4,0,1,10
1,748734,35219,47.8167,-1.95,1,0,0,1,2,0,1982,1,0,1,1,0,1,10
2,748764,35294,47.7,-2.0,5,0,6,1,2,0,1993,1,1,1,1,0,1,11
1,748763,35294,47.7,-2.0,0,0,6,1,2,0,1976,1,0,1,0,0,1,11
2,748925,49377,47.55,-0.416667,2,0,1,1,1,0,1976,1,0,1,1,0,1,15
1,748957,49132,47.65,-0.433333,2,0,5,1,2,0,1974,1,0,1,4,0,1,10
2,749084,49244,47.35,-0.85,2,0,3,2,3,0,1986,1,0,1,1,0,2,21
1,749101,49215,47.1333,-0.15,2,0,3,1,3,0,1974,1,0,1,1,0,2,10
3,749185,49328,47.2667,-0.083333,2,0,3,2,3,0,1961,1,0,1,1,0,2,19
2,750611,30228,43.9353,4.32167,2,0,7,1,3,0,1980,1,0,1,2,0,1,17
1,750742,30268,44.2333,4.13333,2,0,5,1,2,0,1986,1,0,1,3,0,1,8
2,750748,30138,43.8,4.25,2,0,3,0,3,2,1938,1,0,1,1,0,1,7
4,750966,73296,45.5,6.91667,0,0,1,2,1,0,1969,1,0,1,0,0,1,5
2,751419,17441,45.6333,-0.65,2,0,3,2,3,0,1956,1,0,1,1,0,1,23
1,751535,12160,44.2,3.18333,0,0,7,1,2,0,1948,1,0,1,0,0,2,11
1,751586,86297,46.5833,0.266667,2,0,3,2,3,0,1974,1,0,1,1,0,1,21
1,751624,41126,47.2833,1.33333,2,0,3,1,3,4,1933,1,2,1,1,0,2,15
2,751946,54222,48.5,6.51667,2,0,4,0,0,0,1973,1,0,1,2,0,1,7
1,751947,54222,48.5,6.51667,1,0,4,0,0,0,1953,1,0,1,2,0,1,7
2,751970,54174,48.6833,5.85,2,0,3,1,3,3,1923,1,0,1,5,0,1,16
3,751968,54174,48.6833,5.85,2,0,3,1,3,3,1996,3,0,1,5,0,1,16
2,751998,54547,48.65,6.18333,2,0,7,0,2,0,1979,1,0,1,1,0,2,18
1,752106,43102,45.1833,4.18333,1,0,3,0,2,0,1971,1,2,1,0,0,2,7
2,752144,51629,49.1667,4.01667,2,0,7,2,2,0,1983,1,0,1,2,0,1,17
1,752289,27108,48.7667,0.816667,2,0,1,1,1,0,1972,1,0,1,0,0,2,11
2,752364,17142,46.1833,-1.06667,2,0,3,1,3,0,1945,1,0,1,1,0,2,11
2,752500,74311,46.15,6.41667,2,0,4,2,4,0,1976,1,0,1,1,0,1,0
1,752499,74311,46.15,6.41667,2,0,4,2,4,0,1959,1,0,1,1,0,1,0
1,752573,43188,45.15,3.53333,4,0,3,1,3,0,1985,1,0,1,0,0,3,7
2,752580,43218,45.05,4.03333,2,0,3,1,3,0,1982,1,2,1,1,0,3,17
1,752582,43218,45.05,4.03333,2,0,3,1,3,0,1938,1,0,1,1,0,3,17
1,752677,86163,46.6167,0.433333,2,0,3,2,3,0,1987,1,0,1,1,0,3,19
2,752711,24484,45.1333,0.85,6,0,6,1,5,0,1969,1,1,1,0,0,2,17
2,752732,24210,45.25,1.15,2,0,3,1,3,0,1987,1,0,1,5,0,2,14
2,752810,52469,48.0589,5.05695,2,0,1,2,2,0,1980,1,0,1,1,0,1,18
1,752879,74286,46.3333,6.68333,2,0,1,2,1,0,1966,1,0,1,2,0,2,18
1,752912,74257,46.0,6.0,2,0,3,1,3,0,1990,1,0,1,1,0,2,15
1,752997,81131,43.9,2.0,2,0,3,1,3,0,1959,1,0,1,1,0,2,16
3,753062,51108,48.9583,4.36667,1,0,3,0,3,0,1974,1,0,1,2,0,2,7
2,753213,21469,47.3667,5.15,2,0,4,2,0,0,1965,1,0,1,1,0,1,21
1,753214,21469,47.3667,5.15,2,0,4,2,0,0,1986,1,0,1,1,0,1,21
1,753248,21564,47.1167,5.05,4,0,4,1,4,0,1950,1,0,1,2,0,1,14
1,753253,21261,47.25,5.15,2,0,6,2,2,0,1957,1,0,1,2,0,1,20
2,753442,34179,43.6167,3.73333,2,0,3,2,3,0,1982,1,0,1,2,0,1,18
2,753481,34297,43.8333,3.91667,2,0,5,1,3,0,1938,1,0,1,1,0,1,15
1,753493,34300,43.4167,3.3,2,0,3,2,3,0,1986,1,3,1,1,0,1,19
2,753615,34114,43.65,3.55,2,0,3,1,3,5,1960,1,0,1,1,0,1,8
1,753641,34332,43.3,3.41667,2,0,3,1,3,0,1961,1,0,1,1,0,1,16
2,753654,52448,48.6333,4.95,2,0,6,1,2,0,1948,1,0,1,1,0,2,12
3,753655,52448,48.6333,4.95,2,0,6,1,2,0,1973,2,0,1,2,0,2,12
2,753717,31561,43.6667,1.48333,2,0,3,3,3,3,1953,1,0,1,1,0,1,19
1,753880,56185,47.7833,-3.41667,7,0,3,2,3,0,1984,1,0,1,0,0,1,6
2,753937,56261,47.6833,-2.55,2,0,3,0,3,0,1953,1,0,1,1,0,1,18
2,753963,56240,47.5333,-2.76667,2,0,6,1,0,0,1951,1,0,1,1,0,1,10
1,753960,56240,47.5333,-2.76667,1,0,6,1,0,0,1982,1,0,1,0,0,1,10
2,754042,44128,47.5333,-1.88333,1,0,3,2,3,0,1973,1,0,1,0,0,2,6
2,754065,44212,47.1667,-1.26667,8,0,3,1,3,0,1968,1,0,1,0,0,2,18
1,754204,56223,47.6333,-2.13333,7,0,3,1,3,0,1959,1,0,1,0,0,2,16
1,754260,19243,45.3833,1.36667,2,0,3,3,3,0,1965,1,0,1,4,0,1,19
2,754477,19146,45.3167,1.76667,2,0,3,1,3,3,1984,1,0,1,1,0,2,16
2,754525,49328,47.2667,-0.083333,1,0,3,1,3,0,1959,1,0,1,0,0,3,14
1,754697,30223,44.2,4.15,2,0,3,1,3,0,1963,1,0,1,2,0,3,18
1,754926,10184,48.4167,4.58333,4,0,7,1,0,0,1956,1,0,1,0,0,1,9
1,754984,10138,48.4,4.46667,9,0,3,1,3,0,1983,1,0,1,0,0,2,17
1,754985,10138,48.4,4.46667,9,0,3,1,3,0,1985,2,0,1,0,0,2,17
3,755000,10275,48.4333,3.75,2,0,1,0,1,0,1986,1,0,1,2,0,2,7
2,755033,10383,48.3667,3.53333,2,0,6,2,2,0,2006,5,3,1,1,0,3,19
2,755034,10383,48.3667,3.53333,2,0,6,2,2,0,1983,4,0,1,1,0,3,19
2,755035,10383,48.3667,3.53333,2,0,6,2,2,0,1981,2,0,1,1,0,3,19
2,755036,10383,48.3667,3.53333,2,0,6,2,2,0,1985,5,0,1,1,0,3,19
2,755037,10383,48.3667,3.53333,2,0,6,2,2,0,1982,5,0,1,1,0,3,19
1,755038,10383,48.3667,3.53333,1,0,6,2,2,0,1961,1,0,1,0,0,3,19
1,755050,10163,48.3333,4.7,2,0,3,1,3,0,1959,1,0,1,2,0,3,18
2,755070,10374,48.2333,4.61667,2,0,3,1,3,0,1979,1,0,1,5,0,3,18
2,755088,10343,48.2667,4.1,2,0,3,2,3,0,1975,1,0,1,1,0,3,20
2,755108,80400,49.85,2.63333,2,0,3,2,3,0,1989,1,0,1,1,0,3,3
2,755156,79159,46.9,-0.333333,2,0,6,2,2,0,1987,1,0,1,1,0,3,20
2,755321,83126,43.1,5.88333,2,0,3,2,3,0,1979,1,0,1,1,0,3,19
1,755497,23104,46.3167,2.26667,7,0,3,1,3,3,1980,1,0,1,0,0,1,10
1,755498,23154,46.1667,2.01667,2,0,3,2,3,0,1948,1,0,1,1,0,1,18
1,755524,66210,42.6333,2.75,1,0,3,1,3,0,1983,1,0,1,0,0,2,14
2,755526,66218,42.4667,1.93333,2,0,3,1,3,0,1952,1,0,1,2,0,2,15
2,755536,66105,42.5833,2.11667,2,0,3,1,3,0,1987,1,0,1,1,0,2,17
1,756946,51248,48.75,3.98333,0,0,3,0,3,0,1964,1,0,1,0,0,3,7
1,756966,51476,49.0167,4.41667,2,0,3,1,3,0,1985,1,0,1,1,0,3,15
3,757033,31182,43.6833,1.4,2,0,3,3,3,0,1980,1,0,1,2,0,2,19
2,757256,60241,49.1667,2.68333,2,0,3,1,3,0,1973,2,0,1,1,0,3,11
2,757257,60241,49.1667,2.68333,2,0,3,1,3,0,1960,1,0,1,1,0,3,11
1,757280,60152,49.3833,2.58333,4,0,6,1,2,1,1962,1,0,1,0,0,3,9
2,757353,66147,42.55,1.83333,2,0,1,1,2,0,1988,1,0,1,1,0,3,13
2,757422,85144,46.8667,-1.1,2,0,3,1,3,0,1972,1,0,1,0,0,2,15
2,757508,85161,46.5833,-1.51667,2,0,3,2,3,0,1984,1,0,1,1,0,3,19
2,757510,85191,46.6667,-1.43333,2,0,3,1,3,0,2001,3,0,1,1,0,3,16
2,757511,85191,46.6667,-1.43333,2,0,3,1,3,0,1969,1,0,1,1,0,3,16
1,757639,85291,46.6167,-1.25,4,0,3,1,3,0,1968,1,0,1,0,0,4,17
2,757649,85234,46.7833,-2.06667,2,0,3,2,3,0,1970,1,0,1,1,0,4,5
1,757650,85234,46.7833,-2.06667,2,0,3,2,3,0,1967,1,0,1,2,0,4,5
2,757893,67378,48.4667,7.71667,7,0,0,1,3,0,1965,1,0,1,0,0,1,10
1,757892,67378,48.4667,7.71667,2,0,0,1,3,0,1936,2,0,1,4,0,1,10
1,757930,47310,44.3833,0.316667,2,0,6,1,2,1,1933,1,0,1,1,0,1,9
2,758023,46231,44.5,1.13333,2,0,3,1,3,3,1966,1,0,1,1,0,2,15
1,758021,46231,44.5,1.13333,2,0,3,1,3,3,1982,1,0,1,1,0,2,15
1,758057,53137,48.0667,-0.933333,0,0,8,1,3,0,1977,1,0,1,0,0,3,14
2,758061,53141,48.0667,-0.633333,2,0,3,1,3,0,1982,1,0,1,0,0,3,17
1,758085,39546,46.9833,5.61667,2,0,0,1,3,0,1971,1,0,1,0,0,1,10
1,758116,39285,47.15,5.63333,0,0,3,1,3,0,1962,1,0,1,0,0,3,18
2,758121,39198,47.1,5.5,2,0,3,2,3,0,1974,1,0,1,2,0,3,20
2,758303,89139,47.7333,3.4,2,0,3,1,3,0,1986,1,0,1,3,0,1,16
1,758298,89139,47.7333,3.4,3,0,3,1,3,0,1981,1,3,1,0,0,1,16
1,758519,64156,43.1333,-0.466667,4,0,3,2,3,0,1971,1,0,1,0,0,3,6
2,758595,64495,43.35,-1.55,2,0,2,1,2,0,1977,1,0,1,5,0,3,13
1,758628,47157,44.5,0.166667,2,0,3,1,3,0,1971,1,0,1,0,0,2,8
1,758790,12286,43.9333,2.85,0,0,3,1,3,0,1949,1,0,1,0,0,3,14
1,758792,12242,44.4,2.03333,2,0,7,1,5,0,1983,1,0,1,1,0,3,13
2,758969,59512,50.7,3.16667,2,0,7,1,3,1,1979,1,2,1,5,0,1,15
2,759001,59431,50.7,2.83333,2,0,3,1,3,3,1986,1,0,1,2,0,1,16
3,759257,59650,50.7,3.21667,2,0,3,3,3,0,1958,1,2,1,5,0,2,18
2,759302,59163,50.6667,3.15,2,0,3,1,3,0,1982,1,2,1,5,0,2,16
3,759562,64260,43.3583,-1.775,2,0,2,1,2,0,1942,1,0,1,1,0,4,13
2,759622,79347,46.6833,-0.25,2,0,3,1,3,0,1974,1,0,1,1,0,4,19
1,759620,79347,46.6833,-0.25,2,0,3,1,3,0,1973,1,0,1,1,0,4,19
2,759665,61414,48.5167,0.533333,0,0,6,0,2,0,1962,1,0,1,0,0,2,8
2,759782,38317,45.1167,5.7,1,0,3,2,3,5,1984,1,0,1,1,0,1,19
2,759789,38537,45.6333,5.15,2,0,3,2,3,0,1943,1,0,1,2,0,1,20
2,759929,38254,44.9667,5.7,7,0,2,2,2,0,1963,1,0,1,0,0,2,19
2,760153,49272,47.3333,-0.183333,2,0,3,2,3,0,1976,1,0,1,1,0,4,21
2,760235,65371,42.9923,-0.0730556,2,0,3,1,3,0,1968,1,0,1,4,0,4,12
2,760267,32321,43.5312,0.844722,1,0,0,1,2,0,1972,1,0,1,0,0,1,9
1,760384,12225,44.0667,2.98333,2,0,3,1,3,0,1938,1,0,1,1,0,4,14
2,760546,47244,44.3667,0.15,2,0,3,2,3,1,1982,1,0,1,1,0,4,0
2,760554,47209,44.2333,0.683333,2,0,6,1,2,0,1990,1,0,1,3,0,4,17
2,760555,47209,44.2333,0.683333,2,0,6,1,2,0,1992,4,0,1,3,0,4,17
2,760556,47209,44.2333,0.683333,2,0,6,1,2,0,1990,2,0,1,3,0,4,17
1,760562,73329,45.6333,5.9,2,0,3,1,3,6,1982,1,0,1,2,0,2,8
1,760580,73267,45.2667,6.33333,1,0,5,1,3,0,1983,1,0,1,2,0,2,16
2,760585,73116,45.2464,6.30251,2,0,1,1,0,0,1988,1,0,1,1,0,2,16
1,760717,73245,45.7,5.83333,0,0,3,1,3,0,1971,1,0,1,0,0,3,11
1,760729,73128,45.7167,5.95,2,0,3,1,3,0,1977,1,0,1,2,0,3,17
2,760824,17128,45.7167,-0.583333,2,0,3,2,3,0,1983,1,0,1,1,0,3,20
1,760840,17253,46.0333,-0.833333,0,0,3,1,3,0,1969,1,0,1,0,0,3,15
1,760912,68201,47.7833,7.0,1,0,3,1,3,0,1988,1,0,1,0,0,4,13
1,760970,68259,47.4667,7.36667,2,0,3,1,3,0,1933,1,0,1,1,0,4,15
2,761145,95313,49.1167,2.23333,2,0,5,1,3,0,1987,1,0,1,4,0,2,13
2,743955,44154,47.25,-2.16667,0,1,3,1,3,2,1947,1,0,1,1,0,1,14
2,746110,66136,42.6833,2.88333,2,1,3,1,3,0,1940,1,0,1,1,0,1,7
2,746224,22278,48.5167,-2.78333,2,1,3,3,3,1,1980,1,0,1,1,0,1,22
2,746319,29216,47.9833,-4.18333,2,1,3,0,3,0,1929,1,0,1,1,0,1,19
1,746337,85135,46.5345,0.782223,2,1,3,3,3,0,1948,1,0,1,1,0,1,18
2,746683,45302,47.95,1.88333,2,1,3,0,0,0,1963,1,0,1,0,0,1,8
3,746682,45302,47.95,1.88333,2,1,3,0,0,0,1955,1,2,1,0,0,1,8
1,748180,60260,49.2833,2.91667,2,1,3,3,2,0,1966,1,0,1,2,0,1,20
2,748197,41295,47.5833,1.38333,2,1,1,3,1,0,1989,1,0,1,2,0,1,17
1,748195,41295,47.5833,1.38333,2,1,1,3,1,0,1972,1,0,1,1,0,1,17
1,748211,41295,47.5833,1.38333,2,1,3,3,3,0,1929,1,0,1,1,0,1,17
1,748457,68348,47.8,7.13333,2,1,3,1,3,1,1970,1,0,1,4,0,1,9
2,748479,68308,47.7833,6.98333,2,1,4,3,0,0,1990,1,0,1,1,0,1,22
2,748493,68155,48.1,7.3,1,1,3,3,3,3,1962,1,0,1,2,0,1,18
2,748522,10323,48.5167,3.71667,10,1,3,1,3,0,1967,1,2,1,0,0,1,13
3,748762,35288,48.65,-2.01667,2,1,3,3,3,0,1988,1,0,1,1,0,1,22
2,748770,35238,48.0833,-1.68333,2,1,3,3,3,1,1977,1,0,1,1,0,1,20
3,748768,35238,48.0833,-1.68333,2,1,3,3,3,1,1975,1,0,1,1,0,1,20
3,749231,49328,47.2667,-0.083333,10,1,3,1,3,0,1950,1,0,1,0,0,2,14
2,750861,30178,44.0833,4.75,2,1,3,1,3,0,1981,1,0,1,1,0,2,14
2,750908,30351,43.9664,4.79584,2,1,3,3,3,0,1964,1,2,1,1,0,2,20
2,750954,30189,43.8333,4.35,2,1,3,2,3,1,1964,1,0,1,1,0,2,19
3,750996,83126,43.1,5.88333,2,1,3,1,3,0,1990,1,3,1,1,0,1,14
2,751058,83137,43.1167,5.93333,2,1,3,1,2,0,1974,1,2,1,2,0,1,8
3,751066,83137,43.1167,5.93333,10,1,6,1,2,0,1958,1,2,1,0,0,1,13
2,751350,17400,45.6939,-0.508333,2,1,6,2,2,0,1974,1,0,1,2,0,1,8
3,751357,17274,46.15,-1.08333,2,1,3,3,3,0,1974,1,0,1,5,0,1,20
2,751360,17300,46.1667,-1.15,2,1,3,1,3,0,1955,1,0,1,5,0,1,11
2,751361,17300,46.1667,-1.15,2,1,3,3,3,0,1988,1,0,1,1,0,1,4
2,751427,17347,45.95,-0.516667,2,1,3,3,3,0,1967,1,0,1,1,0,1,19
2,751510,17409,45.6667,-1.01667,2,1,3,3,3,0,1960,1,0,1,1,0,1,18
1,751578,86196,47.0833,-0.083333,0,1,3,3,3,0,1984,1,0,1,0,0,1,1
3,751745,86194,46.5833,0.333333,2,1,3,1,3,0,1986,1,0,1,1,0,2,15
2,751780,68201,47.7833,7.0,1,1,3,1,3,0,1970,1,0,1,0,0,2,11
3,751845,54395,48.6833,6.2,1,1,6,3,2,1,1973,1,0,1,0,0,1,19
2,751941,54578,48.6667,6.15,2,1,3,1,3,1,1948,1,0,1,1,0,1,14
3,752154,51474,49.2614,3.98584,11,1,3,3,4,7,1972,1,4,1,0,0,1,6
2,752156,51242,48.9667,4.31667,2,1,7,0,3,3,1986,2,4,1,4,0,1,17
2,752157,51242,48.9667,4.31667,2,1,7,0,3,3,1986,1,0,1,4,0,1,17
1,752242,27467,49.35,0.516667,2,1,3,1,3,0,1991,1,0,1,4,0,2,14
2,752293,27174,49.3333,0.616667,2,1,1,1,0,0,1970,1,0,1,5,0,2,10
2,752380,17300,46.1667,-1.15,2,1,3,3,3,1,1948,1,0,1,1,0,2,20
2,752430,17300,46.1667,-1.15,2,1,3,3,3,0,1973,1,0,1,1,0,2,20
1,752504,74256,45.9333,6.63333,2,1,7,3,0,0,1980,1,0,1,1,0,1,18
2,752882,74256,45.9333,6.63333,2,1,3,3,3,1,1966,1,0,1,1,0,2,20
2,752910,74229,46.2333,6.31667,2,1,3,1,3,8,1948,1,0,1,1,0,2,18
1,752947,10262,48.0333,4.41667,1,1,1,1,1,0,1974,1,0,1,0,0,2,12
2,753133,27116,49.2,0.716667,2,1,3,1,3,3,1953,1,3,1,1,0,3,10
1,753142,27346,49.3,1.35,0,1,3,1,3,0,1965,1,0,1,0,0,3,18
2,753355,95585,49.0,2.38333,2,1,3,3,3,3,1966,1,0,1,1,0,1,8
2,753359,95500,49.05,2.1,2,1,1,3,1,0,1962,1,2,1,1,0,1,1
2,753370,95176,48.9833,2.2,2,1,7,1,3,0,1950,1,0,1,1,0,1,15
3,753368,95176,48.9833,2.2,1,1,7,1,3,0,1964,1,0,1,1,0,1,15
2,753411,95585,49.0,2.38333,2,1,3,0,3,1,1959,1,0,1,1,0,1,7
2,753458,34145,43.6833,4.13333,2,1,3,1,3,0,1932,1,0,1,1,0,1,17
1,753459,34169,43.6667,3.85,2,1,3,1,3,0,1989,1,0,1,1,0,1,16
2,753505,34172,43.6,3.88333,2,1,6,3,2,4,1989,1,0,1,1,0,1,22
3,753503,34172,43.6,3.88333,2,1,6,3,2,4,1967,1,0,1,1,0,1,22
2,753567,34172,43.6,3.88333,5,1,3,1,3,0,1985,2,1,1,1,0,1,16
2,743970,44131,47.1167,-2.1,2,0,3,1,3,0,1938,1,0,2,1,0,1,11
2,748137,60272,49.3,2.88333,2,0,7,1,0,0,1975,1,0,2,2,0,1,12
1,749085,49244,47.35,-0.85,6,0,3,2,3,0,1976,1,1,2,2,0,2,21
1,750816,30249,43.8,4.23333,12,0,3,2,3,0,1946,1,1,2,2,0,2,20
2,751100,83106,43.3,6.08333,2,0,3,2,2,0,1985,1,0,2,2,0,1,5
2,751433,17447,46.0833,-0.916667,2,0,4,1,0,0,1955,1,0,2,5,0,1,9
2,751435,17185,45.7333,-0.95,2,0,3,1,3,0,1969,1,0,2,1,0,1,15
1,751774,68128,47.5667,7.25,13,0,3,1,4,0,1988,1,1,2,3,0,2,7
1,752356,17267,46.2167,-0.933333,2,0,3,2,3,0,1948,1,0,2,1,0,2,20
2,752509,74220,46.1333,6.26667,1,0,3,0,3,0,1988,1,3,2,5,0,1,7
2,752574,43188,45.15,3.53333,2,0,3,1,3,0,1987,1,0,2,3,0,3,7
2,752726,24340,44.85,0.4,2,0,6,2,2,0,1988,1,2,2,2,0,2,7
1,752809,52469,48.0589,5.05695,5,0,1,2,2,0,1991,1,1,2,1,0,1,18
2,752915,74257,46.0,6.0,2,0,3,1,3,0,1940,1,0,2,5,0,2,15
1,753049,51599,49.0833,4.21667,2,0,3,2,2,0,1989,1,2,2,1,0,2,19
2,753065,51563,48.8333,3.75,2,0,3,2,3,0,1985,1,3,2,1,0,2,18
2,753197,27104,49.3864,1.30695,2,0,6,1,2,0,1989,1,2,2,5,0,3,15
1,753217,21527,46.95,4.68333,1,0,4,2,2,0,1989,1,0,2,1,0,1,19
1,753466,34266,43.75,3.83333,2,0,3,1,3,5,1970,1,0,2,4,0,1,16
2,753620,34189,43.2667,2.73333,2,0,3,1,3,0,1988,1,0,2,2,0,1,9
2,753881,56185,47.7833,-3.41667,6,0,3,2,3,0,1987,1,1,2,2,0,1,6
1,753939,56200,47.8167,-2.28333,2,0,4,1,0,0,1969,1,0,2,2,0,1,8
2,753951,56102,48.0,-2.58333,2,0,3,2,3,0,1990,1,0,2,1,0,1,20
1,754024,44133,47.1333,-1.75,2,0,3,2,3,0,1989,1,0,2,2,0,2,6
1,754044,44128,47.5333,-1.88333,13,0,3,2,3,0,1994,1,1,2,1,0,2,6
1,754066,44212,47.1667,-1.26667,6,0,3,1,3,0,1970,1,1,2,1,0,2,18
2,754203,56223,47.6333,-2.13333,14,0,3,1,3,0,1952,1,0,2,1,0,2,16
2,754415,28103,48.0,1.23333,2,0,3,1,3,0,1914,1,0,2,4,0,2,11
2,754811,30217,43.9667,4.68333,2,0,3,1,5,0,1988,1,0,2,1,0,3,16
1,755383,83138,43.6234,6.70223,13,0,3,2,3,0,1992,1,1,2,1,0,3,20
2,755496,23104,46.3167,2.26667,2,0,3,1,3,3,1926,1,0,2,1,0,1,10
2,756945,51248,48.75,3.98333,2,0,3,0,3,0,1943,1,0,2,2,0,3,7
2,757640,85291,46.6167,-1.25,6,0,3,1,3,0,1969,1,1,2,5,0,4,17
2,758000,37143,47.1333,0.783333,2,0,3,0,0,0,1989,1,0,2,3,0,2,8
2,758058,53137,48.0667,-0.933333,6,0,8,1,3,0,1968,1,1,2,1,0,3,14
1,758109,39443,46.55,5.58333,2,0,6,0,2,0,1987,1,2,2,3,0,3,18
2,758342,51434,49.0167,4.06667,2,0,3,1,3,0,1950,1,0,2,1,0,4,15
1,758337,51434,49.0167,4.06667,2,0,3,1,3,0,1932,1,0,2,1,0,4,15
2,758520,64156,43.1333,-0.466667,2,0,3,2,3,0,1983,1,0,2,2,0,3,6
2,760716,73245,45.7,5.83333,2,0,3,1,3,0,1976,1,0,2,3,0,3,11
2,760911,68201,47.7833,7.0,2,0,3,1,3,0,1940,1,0,2,1,0,4,13
2,752995,81116,43.7,1.81667,2,1,3,3,3,0,1977,1,3,2,1,0,2,19
2,743964,44118,47.4833,-1.23333,2,0,0,0,0,0,1970,1,0,3,5,0,1,8
1,743972,44131,47.1167,-2.1,0,0,3,1,3,0,1979,1,0,3,0,0,1,11
2,745036,73236,45.6,5.63333,2,0,1,1,1,0,1966,1,0,3,4,0,1,17
1,746103,66161,42.6084,2.39972,2,0,3,1,3,0,1963,1,0,3,0,0,1,14
2,746120,66180,42.7667,2.98333,2,0,2,2,2,0,1985,1,0,3,1,0,1,20
2,746139,66218,42.4667,1.93333,2,0,3,2,3,0,1965,1,0,3,1,0,1,23
1,746148,16373,45.9667,0.066667,13,0,3,1,3,1,1994,1,1,3,1,0,2,17
2,746193,22138,48.3833,-3.3,2,0,3,1,3,6,1965,1,0,3,0,0,1,10
2,746251,29139,48.2833,-4.05,2,0,3,1,0,0,1975,1,0,3,2,0,1,9
2,746252,29257,48.5659,3.39723,13,0,3,1,3,2,1981,1,1,3,1,0,1,13
1,746331,29249,48.1667,-3.78333,2,0,4,1,0,0,1979,1,0,3,1,0,1,14
2,746356,85158,46.4659,-0.984722,2,0,3,2,3,0,1964,1,0,3,2,0,1,5
1,746355,85158,46.4659,-0.984722,2,0,3,2,3,0,1967,1,0,3,2,0,1,5
2,746369,40198,43.6167,-0.566667,2,0,3,1,3,0,1955,1,0,3,1,0,1,14
1,746370,40198,43.6167,-0.566667,2,0,3,1,3,0,1965,1,0,3,1,0,1,14
2,746373,40240,43.75,-0.35,2,0,1,2,1,0,1964,1,0,3,0,0,1,18
2,746402,27641,49.0833,0.95,2,0,1,0,0,0,1954,1,0,3,5,0,1,8
2,746404,27445,49.2667,1.38333,2,0,1,1,1,0,1987,1,0,3,5,0,1,16
1,746406,27306,48.9833,1.19167,15,0,4,2,3,0,1990,1,0,3,2,0,1,20
1,746416,27398,49.1,0.616667,2,0,3,1,3,0,1950,1,0,3,1,0,1,12
1,746432,27332,49.2,1.25,5,0,3,2,3,3,1990,1,1,3,2,0,1,18
2,746447,12215,44.4833,2.4,2,0,5,1,0,0,1949,1,0,3,1,0,1,14
2,746485,70132,47.4833,5.58333,2,0,3,2,2,0,1985,1,0,3,1,0,1,21
1,746487,70132,47.4833,5.58333,2,0,3,2,2,0,1941,1,0,3,1,0,1,21
2,746604,45289,48.05,1.98333,2,0,1,2,1,0,1966,1,0,3,2,0,1,18
1,746625,45306,48.0167,2.9,2,0,4,1,0,0,1973,1,0,3,0,0,1,8
1,748138,60272,49.3,2.88333,2,0,7,1,0,0,1959,1,0,3,2,0,1,12
